,ID,Text,Logits,Predicted Labels,Gold Labels
232,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_27,"Odvolací soud vzhledem k nesprávnému závěru, který zaujal, se již nezabýval tím, zda tvrzení, která v souvislosti s ČVUT zazněla, jsou skutkovými tvrzeními nebo jen kritikou žalobkyně. Správně přitom dovolatelka poukazuje na rozsudek ze dne 6. září 2011, sp. zn. 30 Cdo 149/2010, v němž Nejvyšší soud uvedl, že neoprávněným zásahem do práva na ochranu dobré pověsti právnické osoby je v zásadně každé nepravdivé tvrzení nebo obvinění, které zasahuje její dobrou pověst (srovnej např. rozhodnutí Nejvyššího soudu ČR ve věci sp. zn. 28 Cdo 1375/2002). Odvolací soud se pravdivostí konkrétních výroků nezabýval a neřešil ani, pokud by vzhledem ke kontextu, v němž se o žalobkyni hovořilo, zhodnotil některé sporné výroky jako kritiku žalobkyně (tzv. hodnotící soudy), zda se tato kritika zakládá na pravdivé informaci, zda obsah i forma její veřejné prezentace jsou přiměřené a zda tudíž zásah do práv právnické osoby je nevyhnutelným průvodním jevem výkonu kritiky (srovnej rozsudek Nejvyššího soudu ze dne 26. června 2014, sp. zn. 23 Cdo 1323/2012, a četnou judikaturu v něm uvedenou, srovnej též odvolatelem zmiňovaný nález Ústavního soudu ze dne 8. února 2000, sp. zn. I. ÚS 156/99).",[-17.375 -10.125  22.125 -12.125 -13.375 -13.375 -19.5    -8.75 ],00100000,00100000
233,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_28,Z uvedených důvodů Nejvyšší soud rozhodnutí odvolacího soudu podle § 243e odst. 1 o. s. ř. zrušil a podle § 243e odst. 2 věta první o. s. ř. mu věc vrátil k dalšímu řízení.,[-13.375  -15.0625 -17.875  -13.6875 -15.4375 -15.8125 -26.375  -19.    ],00000000,00000000
234,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_29,O náhradě nákladů dovolacího řízení rozhodne soud v novém rozhodnutí o věci (§ 243g odst. 1 věta druhá o. s. ř.).,[-13.5   -14.5   -18.    -13.5   -15.125 -15.875 -26.25  -18.875],00000000,00000000
235,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_30,P o u č e n í: Proti tomuto rozsudku není opravný prostředek přípustný.,[-13.5625 -14.625  -18.125  -13.5    -15.0625 -15.875  -26.25   -18.875 ],00000000,00000000
236,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_31,V Brně dne 19. 6. 2018,[-13.5    -14.6875 -18.     -13.625  -15.0625 -15.9375 -26.125  -19.    ],00000000,00000000
237,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_32,JUDr. Zdeněk Des,[-13.5    -14.5625 -17.875  -13.625  -15.1875 -16.     -26.25   -19.    ],00000000,00000000
238,ECLI_CZ_NS_2018_23.CDO.5145.2017.1.xmi_33,předseda senátu,[-13.5    -14.8125 -17.875  -13.625  -15.1875 -15.875  -26.125  -18.875 ],00000000,00000000
239,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_0,Judikát 3 Tz 80/2012,[-13.4375 -14.625  -17.375  -14.     -15.875  -16.125  -26.5    -19.375 ],00000000,00000000
240,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_1,3 Tz 80/2012-26ČESKÁ REPUBLIKA,[-13.6875 -14.375  -17.875  -13.5625 -15.125  -15.9375 -26.25   -19.125 ],00000000,00000000
241,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_2,ROZSUDEK,[-13.1875 -15.1875 -17.75   -13.9375 -15.625  -16.     -26.25   -19.    ],00000000,00000000
242,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_3,JMÉNEM REPUBLIKY,[-13.4375 -14.5625 -18.     -13.6875 -15.375  -16.     -26.25   -19.125 ],00000000,00000000
243,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_4,"Nejvyšší soud České republiky projednal ve veřejném zasedání konaném dne 21. listopadu 2012 v senátu složeném z předsedy senátu JUDr. Petra Šabaty a soudců JUDr. Vladimíra Jurky a JUDr. Pavla Šilhaveckého stížnost pro porušení zákona, kterou podal ministr spravedlnosti České republiky ve prospěch obviněného P. H., proti usnesení Okresního soudu Praha - východ ze dne 23. 7. 2010 sp. zn. 32 T 35/2008, a podle § 268 odst. 2, § 269 odst. 2 a § 270 odst. 1 tr. ř. rozhodl takto:",[-13.5    -14.5    -17.75   -13.8125 -15.5    -16.     -26.625  -19.375 ],00000000,00000000
244,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_5,"Pravomocným usnesením Okresního soudu Praha - východ ze dne 23. 7. 2010, sp. zn. 32 T 35/2008, byl porušen zákon v ustanoveních § 2 odst. 1, § 56 odst. 2 písm. b) tr. zákoníku a § 65 odst. 2 tr. zákoníku, ve znění účinném do 30. 11. 2011, v neprospěch obviněného P. H.",[-13.8125 -13.9375 -17.875  -13.5625 -15.25   -15.9375 -26.5    -19.375 ],00000000,00000000
245,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_6,Napadené usnesení se zrušuje.,[-13.125  -15.3125 -17.625  -13.9375 -15.8125 -16.     -26.25   -18.875 ],00000000,00000000
246,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_7,"Zrušují se též všechna další rozhodnutí na zrušené usnesení obsahově navazující, pokud vzhledem ke změně, k níž došlo zrušením, pozbyla podkladu.",[-13.0625 -15.25   -18.125  -13.75   -15.375  -16.125  -26.25   -18.5   ],00000000,00000000
247,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_8,"Okresnímu soudu Praha - východ se přikazuje, aby věc v potřebném rozsahu znovu projednal a rozhodl.",[-13.5    -14.5625 -18.     -13.5    -15.25   -15.8125 -26.25   -19.    ],00000000,00000000
248,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_9,Odůvodnění:,[-13.1875 -15.125  -17.75   -13.8125 -15.5    -16.     -26.125  -18.75  ],00000000,00000000
249,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_10,"Trestním příkazem Okresního soudu Praha - východ ze dne 19. 2. 2008, sp. zn. 32 T 35/2008, který nabyl právní moci u obviněného H. dne 22. 4. 2008, byl obviněný P. H. společně s dalšími obviněnými uznán vinným trestným činem výtržnictví podle § 202 odst. 1 zákona č. 140/1961 Sb., účinného do 31. 12. 2009 (dále jen tr. zák.), a byl mu uložen podle § 202 odst. 1 tr. zák. s přihlédnutím k ustanovení § 314e odst. 2 tr. ř. za použití § 45 odst. 1, odst. 2 a § 45a odst. 1 tr. zák. trest obecně prospěšných prací ve výměře 110 hodin.",[-13.5    -14.375  -17.625  -13.8125 -15.6875 -16.125  -26.625  -19.375 ],00000000,00000000
250,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_11,"Okresní soud Praha - východ poté vydal dne 12. 10. 2009 usnesení, sp. zn. 32 T 35/2008, jímž obviněnému podle § 336 odst. 2 tr. ř. nařídil výkon trestu obecně prospěšných prací ve výměře 110 hodin s tím, že tento trest vykoná u Městského úřadu v Brandýse nad Labem.",[-13.625  -14.5    -18.125  -13.5    -15.     -15.8125 -26.25   -19.    ],00000000,00000000
251,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_12,Obviněnému stanovil povinnost dostavit se do čtrnácti dnů ke zmíněné instituci k projednání podmínek výkonu uloženého trestu. Toto usnesení bylo obviněnému doručeno dne 19. 10. 2009. K projednání podmínek výkonu trestu obecně prospěšných prací se nedostavil a nebylo možno jej nijak kontaktovat.,[-13.4375 -14.3125 -17.75   -14.0625 -15.875  -16.125  -27.     -19.5   ],00000000,00000000
252,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_13,"Vzhledem k tomu, že obviněný uložený trest obecně prospěšných prací v zákonem stanovené době nevykonal a ani jej nezačal vykonávat, nařídil Okresní soud Praha - východ z podnětu poskytovatele práce a Probační a mediační služby ČR, středisko Praha - východ, veřejné zasedání o přeměně trestu obecně prospěšných prací na den 23. 7. 2010, kdy vydal usnesení pod sp. zn. 32 T 35/2008, jímž podle § 340b odst. 1 tr. ř. za použití § 65 odst. 2 zákona č. 40/2009 Sb., ve znění účinném od 30. 11. 2011 (dále jen tr. zákoník) přeměnil nevykonaný trest obecně prospěšných prací ve výměře 110 hodin v nepodmíněný trest odnětí svobody v trvání 110 dnů, pro jehož výkon obviněného podle § 56 odst. 2 písm. b) tr. zákoníku zařadil do věznice s dozorem. Usnesení nabylo právní moci dne 3. 9. 2010.",[-13.625  -13.8125 -17.75   -13.8125 -15.75   -16.5    -26.875  -19.5   ],00000000,00000000
253,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_14,"Proti usnesení o přeměně trestu obecně prospěšných prací podal ministr spravedlnosti podle § 266 odst. 1 tr. ř. stížnost pro porušení zákona ve prospěch obviněného P. H. Namítal v ní, že napadeným rozhodnutím byl v neprospěch obviněného porušen zákon v ustanovení § 2 odst. 1 tr. zákoníku a § 65 odst. 2 písm. b) tr. zákoníku. Podle názoru stěžovatele okresní soud vadně vyložil zákonné ustanovení § 2 odst. 1 tr. zákoníku o časové působnosti nového zákona a neujasnil si, užití kterého zákona je pro obviněného příznivější. V opačném případě by totiž musel postupovat podle zákona č. 140/1961 Sb., který stanoví příznivější poměr při přeměňování trestu obecně prospěšných prací v nepodmíněný trest odnětí svobody, takže závěr o nutnosti aplikovat trestní zákoník a z něj vyplývající uložení přísnější výměry trestu, je porušením zákona v neprospěch obviněného.",[-12.0625 -14.125  -16.625  -14.375  -16.25   -16.     -26.375  -18.625 ],00000000,00000000
254,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_15,"V petitu svého mimořádného opravného prostředku navrhl, aby Nejvyšší soud České republiky vyslovil podle § 268 odst. 2 tr. ř., že napadeným usnesením Okresního soudu Praha - východ ze dne 23. 7. 2010, sp. zn. 32 T 35/2008, byl porušen zákon v namítaném rozsahu v neprospěch obviněného, aby podle § 269 odst. 2 tr. ř. toto usnesení zrušil včetně všech na něj obsahově navazujících rozhodnutí, pokud vzhledem ke změně, k níž došlo zrušením, pozbyla podkladu. Poté navrhl, aby Nejvyšší soud České republiky věc podle § 270 odst. 1 tr. ř. přikázal okresnímu soudu s pokynem znovu v ní jednat a rozhodnout.",[-12.875 -15.125 -16.5   -14.625 -16.75  -16.375 -27.25  -19.625],00000000,00000000
255,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_16,"Nejvyšší soud České republiky (dále jen Nejvyšší soud) přezkoumal zákonnost a odůvodněnost těch výroků rozhodnutí, proti nimž byla stížnost pro porušení zákona podána, v rozsahu a z důvodů v ní uvedených, jakož i řízení napadené části rozhodnutí předcházející, a shledal, že zákon byl porušen.",[-13.375  -14.5    -18.125  -13.8125 -15.5    -16.375  -26.625  -18.875 ],00000000,00000000
256,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_17,"Od 1. 1. 2010 je účinný nový trestní zákoník (zákon č. 40/2009 Sb. ve znění novely), který v § 2 stanoví podmínky trestnosti činu a dobu jeho spáchání. Podle odstavce 1 se trestnost činu posuzuje podle zákona účinného v době, kdy byl čin spáchán. Podle pozdějšího zákona jen tehdy, jestliže je to pro pachatele příznivější. Trestností činu nutno rozumět možnost, že pachatel je pro určitý trestný čin odsouzen, tj. po zažalování činu bude pro tento trestný čin uznán vinným a bude mu uložen trest či jiná trestní sankce. Trestnost činu je tedy charakteristikou činu jako činu soudně trestného, jehož druh, povaha i sankce musí být popsána v trestním zákoně. Jsou to tedy všechny podmínky relevantní pro výrok o vině i trestu.",[ -7.25   -12.25   -12.4375 -11.25   -11.5    -14.5625 -17.75    -4.125 ],00000000,00000000
257,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_18,"Jestliže za účinnosti trestního zákona č. 140/1961 Sb. nastaly podmínky pro rozhodnutí, že je nutno celý či nevykonaný zbytek uloženého trestu obecně prospěšných prací přeměnit v nepodmíněný trest odnětí svobody, pak podle ustanovení § 45a odst. 4 tr. zák. platilo, že každé, i jen započaté dvě hodiny nevykonaného trestu obecně prospěšných prací, se počítají za jeden den odnětí svobody. Znamená to, že v konkrétním případě by při použití tohoto právního předpisu byl obviněnému přeměněn trest 110 hodin obecně prospěšných prací v trest odnětí svobody v trvání 55 dnů.",[-11.8125 -13.1875 -19.25   -13.6875  -8.3125 -12.875  -26.25   -17.25  ],00000000,00000000
258,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_19,"Podle ustanovení § 65 odst. 2 zákona č. 40/2009 Sb., ve znění účinném od 30. 11. 2011, je takováto přeměna trestu obecně prospěšných prací stanovena tak, že každá i jen započatá jedna hodina takovéhoto nevykonaného trestu se počítá za jeden den odnětí svobody. V konkrétním případě tak bylo přeměněno nevykonaných 110 hodin trestu obecně prospěšných prací v trest odnětí svobody v trvání 110 dnů.",[-13.125  -13.1875 -17.     -14.8125 -16.75   -16.875  -27.875  -20.25  ],00000000,00000000
259,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_20,"V posuzované trestní věci bylo namístě při úvaze, který zákon bude aplikován a které podmínky jsou pro obviněného příznivější pro posouzení trestnosti, porovnat výše citovaná zákonná ustanovení, přičemž je zřejmé, že nová právní úprava v trestním zákoníku pro obviněného příznivější není. Bylo proto při přeměně trestu nutno užít ustanovení § 45 odst. 4 tr. zák. a při zařazení obviněného pro výkon trestu postupovat v intencích ustanovení § 39a odst. 2 písm. b) tr. zák., nikoli podle § 56 odst. 1 písm. b) tr. zákoníku. Aplikace zákonných ustanovení trestního zákoníku byla v daném případě porušením zákona v neprospěch obviněného.","[ -6.8125   -8.9375  -16.625   -11.875    -7.71875 -14.5625  -20.5
  -6.375  ]",00000000,00000000
260,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_21,"Nejvyšší soud vzhledem k těmto závěrům podle § 268 odst. 2 tr. ř. vyslovil, že pravomocným usnesením Okresního soudu Praha - východ ze dne 23. 7. 2010 sp. zn. 32 T 35/2008, byl porušen zákon v ustanoveních § 2 odst. 1, § 56 odst. 2 písm. b) tr. zákoníku (zák. č. 40/2009 Sb.) a § 65 odst. 2 zákona č. 40/2009 Sb., ve znění účinném do 30. 11. 2011, v neprospěch obviněného P. H. Podle § 269 odst. 2 tr. ř. napadené usnesení zrušil, současně pak zrušil i všechna další rozhodnutí na toto usnesení obsahově navazující, pokud vzhledem ke změně, k níž došlo zrušením, pozbyla podkladu. Věc podle § 270 odst. 1 tr. ř. přikázal Okresnímu soudu Praha - východ, aby ji znovu projednal a rozhodl.",[-13.5    -14.5    -17.625  -13.8125 -15.6875 -16.     -26.5    -19.25  ],00000000,00000000
261,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_22,"Při rozhodování o přeměně trestu obecně prospěšných prací bude okresní soud postupovat v intencích právního názoru, který v tomto rozsudku Nejvyšší soud vyslovil (§ 270 odst. 4 tr. ř.).",[-13.625  -14.4375 -18.     -13.5    -15.1875 -15.9375 -26.25   -18.875 ],00000000,00000000
262,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_23,"Nad rámec výše konstatovaného je třeba uvést, že jelikož Okresní soud Praha – východ rozhodoval o nařízení výkonu trestu obecně prospěšných prací dne 23. 7. 2010, tj. za účinnosti zákona č. 40/2009 Sb. a teprve novelou zákona č. 330/2011 Sb., účinnou od 1. 12. 2011 bylo ustanovení § 65 odst. 2 tr. zákoníku rozšířeno o písmena a) a b), nemohl porušit ustanovení § 65 odst. 2 písm. b) zákona č. 40/2009 Sb., jak bylo namítáno ve stížnosti pro porušení zákona.",[-13.375  -13.125  -16.875  -14.6875 -16.625  -17.     -27.875  -20.375 ],00000000,00000000
263,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_24,Poučení: Proti tomuto rozhodnutí není opravný prostředek přípustný.,[-13.375  -14.75   -18.125  -13.625  -15.3125 -16.     -26.375  -18.875 ],00000000,00000000
264,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_25,V Brně dne 21. listopadu 2012,[-13.5625 -14.4375 -18.     -13.625  -15.1875 -16.125  -26.25   -19.125 ],00000000,00000000
265,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_26,Předseda senátu:,[-13.5625 -14.6875 -17.875  -13.625  -15.1875 -15.875  -26.25   -18.875 ],00000000,00000000
266,ECLI_CZ_NS_2012_3.TZ.80.2012.1.xmi_27,JUDr. Petr Šabata,[-13.625  -14.25   -18.     -13.5    -15.0625 -15.9375 -26.25   -19.    ],00000000,00000000
267,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_0,Judikát 29 Odo 988/2006,[-13.0625 -15.25   -17.     -14.5625 -16.625  -16.25   -26.75   -19.5   ],00000000,00000000
268,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_1,29 Odo 988/2006,[-13.     -15.3125 -17.     -14.5625 -16.5    -16.25   -26.625  -19.375 ],00000000,00000000
269,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_2,ČESKÁ REPUBLIKA,[-13.4375 -14.9375 -18.     -13.625  -15.125  -15.9375 -26.     -18.75  ],00000000,00000000
270,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_3,ROZSUDEK,[-13.1875 -15.1875 -17.75   -13.9375 -15.625  -16.     -26.25   -19.    ],00000000,00000000
271,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_4,JMÉNEM REPUBLIKY,[-13.4375 -14.5625 -18.     -13.6875 -15.375  -15.9375 -26.25   -19.125 ],00000000,00000000
272,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_5,"Nejvyšší soud České republiky rozhodl v senátě složeném z předsedy JUDr. Zdeňka Krčmáře a soudců JUDr. Petra Gemmela a Mgr. Jiřího Zavázala v právní věci žalobce J. D., , zastoupeného JUDr. V. K., advokátem, proti žalované JUDr. L. D., , jako správkyni konkursní podstaty úpadkyně Č.b., akciové společnosti P. - v likvidaci, zastoupené JUDr. R. K., advokátem, , o určení pravosti pohledávky, vedené u Městského soudu v Praze pod sp. zn. 28 Cm 151/2002, o dovolání žalované proti rozsudku Vrchního soudu v Praze ze dne 23. února 2006, č. j. 13 Cmo 177/2005-117, takto:",[-13.625  -14.25   -18.     -13.6875 -15.1875 -16.     -26.5    -19.25  ],00000000,00000000
273,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_6,"Rozsudek Vrchního soudu v Praze ze dne 23. února 2006, č. j. 13 Cmo 177/2005 117, se zrušuje a věc se vrací odvolacímu soudu k dalšímu řízení.",[-13.375  -14.875  -18.     -13.6875 -15.375  -15.875  -26.125  -18.875 ],00000000,00000000
274,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_7,O d ů v o d n ě n í:,[-13.5625 -14.5    -18.     -13.5625 -15.1875 -16.     -26.25   -19.    ],00000000,00000000
275,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_8,"Rozsudkem ze dne 27. dubna 2005, č.j. 28 Cm 151/2002-91, Městský soud v Praze na základě žaloby J. D., podané vůči správkyni konkursní podstaty úpadkyně Č. b., akciové společnosti P. - v likvidaci (dále též jen „banka“), určil, že pohledávka žalobce, přihlášená do konkursního řízení vedeného na majetek úpadkyně, se považuje za zjištěnou co do nároku, důvodu a výše v částce 1,124.499,78 Kč.",[-13.3125 -14.9375 -17.375  -14.125  -16.25   -15.9375 -26.75   -19.25  ],00000000,00000000
276,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_9,"Soud při posuzování důvodnosti žalobou uplatněného nároku vyšel zejména z toho, že:",[-13.1875 -15.125  -18.125  -13.8125 -15.375  -16.125  -26.25   -18.625 ],00000000,00000000
277,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_10,"1/ Žalobce uzavřel s bankou dne 15. dubna 1994 smlouvu o vkladovém účtu s výší vkladu 1.200.000,- Kč. Šlo o termínovaný vklad na dobu 24 měsíců.",[-13.5    -14.75   -18.25   -13.4375 -14.875  -15.9375 -26.125  -18.75  ],00000000,00000000
278,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_11,2/ Rozhodnutím Č.n. b. ze dne 17. listopadu 1995 bylo pozdější úpadkyni odňato povolení působit jako banka.,[-13.5625 -14.5625 -18.     -13.5    -15.125  -16.125  -26.25   -18.875 ],00000000,00000000
279,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_12,"3/ Podle žádosti o převedení finančních prostředků ze 30. ledna 1996, podepsané žalobcem, požádal žalobce banku, aby částka 1.142.681,43 Kč (dále též jen „žádost z 30. ledna 1996“) byla z jeho vkladového účtu převedena na jiný účet u pozdější úpadkyně (č. 1281/4100), jehož majitelem byl J. H..",[-13.375  -14.625  -18.25   -13.6875 -15.25   -16.25   -26.375  -18.875 ],00000000,00000000
280,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_13,"4/ Transakce označená pod bodem 3/ se podle záznamů pozdější úpadkyně uskutečnila již 26. ledna 1996 a k 24. září 2002 byl na vkladovém účtu žalobce vykazován zůstatek 10.252,92 Kč.",[-13.4375 -14.75   -18.125  -13.5625 -15.125  -16.     -26.25   -18.875 ],00000000,00000000
281,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_14,5/ Městský soud v Praze prohlásil dne 28. června 1996 konkurs na majetek banky.,[-13.625  -14.4375 -18.25   -13.4375 -14.8125 -15.875  -26.25   -18.75  ],00000000,00000000
282,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_15,"Na tom to základě soud uzavřel, že:",[-12.75   -15.75   -18.25   -14.     -15.5625 -16.25   -26.125  -18.25  ],00000000,00000000
283,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_16,"1/ Banka již 26. ledna 1996 nebyla oprávněna transakci uskutečnit, neboť takový postup byl v rozporu s ustanovením § 35 odst. 2 zákona č. 21/1992 Sb., o bankách.",[-13.75   -13.875  -17.375  -13.8125 -15.75   -16.     -26.875  -19.875 ],00000000,00000000
284,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_17,"2/ Převod peněžních prostředků je neplatný i proto, že v době, kdy se uskutečnil (26. ledna 1996) nebyl dán platný příkaz k převodu (ten je datován až 30. ledna 1996).",[-13.5625 -13.5    -17.25   -14.125  -16.     -16.5    -27.125  -19.875 ],00000000,00000000
285,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_18,K odvolání žalované Vrchní soud v Praze ve výroku označeným rozsudkem potvrdil rozsudek soudu prvního stupně ve výroku o věci samé.,[-13.4375 -14.6875 -17.875  -13.625  -15.3125 -16.     -26.375  -19.    ],00000000,00000000
286,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_19,"Odvolací soud dovodil, že:",[-13.5   -14.75  -18.    -13.5   -15.125 -15.875 -26.125 -18.875],00000000,00000000
287,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_20,"1/ Není správný názor soudu prvního stupně o rozporu transakce s ustanovením § 35 odst. 2 zákona o bankách. Bankovní operace spočívající v převodu peněžních prostředků z jednoho účtu banky na jiný účet vedený u téže banky není přijímáním vkladů ani poskytováním úvěrů ve smyslu § 1 odst. 1 písm. a/ a b/ zákona o bankách. Mohlo by jít o další činnost banky, plynoucí z § 3 zákona o bankách; i v tomto ustanovení je však míněna činnost banky navenek (ve vztahu k subjektům, s nimiž může banka navazovat právní vztahy). Popsaná transakce takovou další činností banky není a odnětím povolení působit jako banka nebylo pozdější úpadkyni odňato právo vykonávat vnitřní bankovní operace (převod finančních prostředků z účtu na účet).","[ -7.09375 -11.875   -15.25    -11.8125  -10.375   -15.      -12.375
   7.     ]",00000001,00000000
288,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_21,"2/ Žalovaná neprokázala, že bankovní operace, kterou byly peněžní prostředky odepsány 26. ledna 1996 z účtu žalobce, se uskutečnila na základě právního úkonu oprávněného subjektu (že 26. ledna 1996 byl dán příkaz k převodu). Uvedený převod tedy banka uskutečnila bez příkazu žalobce, aniž šlo o případ, kdy by to bylo možné.",[-13.4375 -14.625  -18.375  -13.5625 -15.     -16.25   -26.375  -18.75  ],00000000,00000000
289,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_22,"K tvrzení žalované, že bankovní operace byla provedena na základě příkazu z 30. ledna 1996 právě až 30. ledna 1996 a že k datu 26. ledna 1996 byla evidována omylem počítačové techniky, odvolací soud nepřihlédl, uváděje, že jde o novou skutečnost, uplatněnou až v rámci prvního odvolacího řízení (str. 8 odst. 1 napadeného rozhodnutí). V této souvislosti odvolací soud poukázal na to, že řízení podléhalo zákonné koncentraci ve smyslu § 118b zákona č. 99/1963 Sb., občanského soudního řádu (dále též jen „o. s. ř.“), o čemž se účastníkům dostalo poučení v předvolání k prvnímu jednání ve věci (str. 6 odst. 2 napadeného rozhodnutí).",[-13.3125 -13.5625 -17.25   -14.375  -16.375  -16.625  -27.5    -20.125 ],00000000,00000000
290,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_23,"Proti rozsudku odvolacího soudu podala žalovaná dovolání, jehož přípustnost opírá o ustanovení § 237 odst. 1 písm. c/ o. s. ř., namítajíc, že jsou dány dovolací důvody uvedené v § 241a odst. 2 o. s. ř., tedy že řízení je postiženo vadou, která mohla mít za následek nesprávné rozhodnutí ve věci (odstavec 2 písm. a/) a že napadené rozhodnutí spočívá na nesprávném právním posouzení věci (odstavec 2 písm. b/) a požadujíc, aby Nejvyšší soud zrušil rozhodnutí soudů obou stupňů a věc vrátil soudu prvního stupně k dalšímu řízení.",[-13.5    -14.625  -18.     -13.625  -15.25   -15.8125 -26.375  -19.    ],00000000,00000000
291,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_24,"V mezích dovolacího důvodu dle § 241a odst. 2 písm. b/ o. s. ř. dovolatelka soudům nižších stupňů vytýká, že žádost z 30. ledna 1996 nesprávně hodnotily (v rozporu s ustanovením § 709 odst. 1 zákona č. 513/1991 Sb., obchodního zákoníku - dále též jen „obch. zák.“, ve znění platném k 30. lednu 1996), ve spojení s dohodou uzavřenou mezi žalobcem a Jaroslavem Hejčem 26. ledna 1996, ačkoli neměla pro věc význam a ačkoli tento důkaz byl uplatněn a proveden v rozporu s ustanovením § 118b odst. 1 o. s. ř.",[-13.375  -14.625  -17.625  -13.875  -15.8125 -16.     -26.75   -19.5   ],00000000,00000000
292,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_25,"Odvolacímu soudu dovolatelka dále vytýká, že v intencích § 266 obch. zák. nezkoumal (co do následného chování stran) právní úkon, jímž žalobce 15. května 1996 uplatnil u banky v likvidaci (dle § 73 obch. zák.) svou pohledávku, uváděje, že k 22. březnu 1996 tato pohledávka činí 10.053,08 Kč.",[-13.625  -14.3125 -17.75   -13.6875 -15.625  -16.     -26.75   -19.375 ],00000000,00000000
293,ECLI_CZ_NS_2009_29.ODO.988.2006.1.xmi_26,"Dovolací důvod uvedený v § 241as odst.2 písm. a/ o. s. ř. je podle dovolatelky dán proto, že v usnesení ze dne 7. října 2004, č. j. 13 Cmo 228/2004-57 (jímž zrušil první zamítavý - rozsudek soudu prvního stupně ze dne 17. března 2004, č. j. 28 Cm 151/2002-33) nerespektoval ustanovení § 118b odst. 1 o. s. ř. a přikázal soudu prvního stupně doplnit dokazování ve smyslu podání žalobce ze 7. června 2004. Toto pochybení pak odvolací soud nenapravil ani v napadeném rozhodnutí.",[-13.625  -14.5625 -17.75   -13.625  -15.4375 -15.8125 -26.5    -19.375 ],00000000,00000000
